Country Code,Indicator Code,Year,GDP Growth
LUX,NY.GDP.MKTP.KD.ZG,1961,3.82998312174064
MDG,NY.GDP.MKTP.KD.ZG,1961,2.04863275061248
MEA,NY.GDP.MKTP.KD.ZG,1961,6.16830049617758
MEX,NY.GDP.MKTP.KD.ZG,1961,5.00000000072309
MIC,NY.GDP.MKTP.KD.ZG,1961,1.16835707536423
MMR,NY.GDP.MKTP.KD.ZG,1961,0.471561080379175
MNA,NY.GDP.MKTP.KD.ZG,1961,3.36870916476452
MUS,NY.GDP.MKTP.KD.ZG,1961,22.8490949956659
MWI,NY.GDP.MKTP.KD.ZG,1961,7.63959785582064
MYS,NY.GDP.MKTP.KD.ZG,1961,7.59799400028281
NAC,NY.GDP.MKTP.KD.ZG,1961,2.36540607237986
NER,NY.GDP.MKTP.KD.ZG,1961,4.54639303660171
NGA,NY.GDP.MKTP.KD.ZG,1961,0.191795489572428
NIC,NY.GDP.MKTP.KD.ZG,1961,7.49774339849093
NLD,NY.GDP.MKTP.KD.ZG,1961,0.295546672716469
NOR,NY.GDP.MKTP.KD.ZG,1961,6.27333551040741
NPL,NY.GDP.MKTP.KD.ZG,1961,1.90826597185792
NZL,NY.GDP.MKTP.KD.ZG,1961,3.31564965480389
OED,NY.GDP.MKTP.KD.ZG,1961,4.39928109310613
OMN,NY.GDP.MKTP.KD.ZG,1961,1.13960640396104
PAK,NY.GDP.MKTP.KD.ZG,1961,5.98734641929141
PAN,NY.GDP.MKTP.KD.ZG,1961,10.9265948267107
PER,NY.GDP.MKTP.KD.ZG,1961,7.34709633145569
PHL,NY.GDP.MKTP.KD.ZG,1961,5.69547095029755
PNG,NY.GDP.MKTP.KD.ZG,1961,6.18111172492752
PRE,NY.GDP.MKTP.KD.ZG,1961,-0.289597629058605
PRI,NY.GDP.MKTP.KD.ZG,1961,7.04173847056543
PRT,NY.GDP.MKTP.KD.ZG,1961,5.53490347567522
PRY,NY.GDP.MKTP.KD.ZG,1961,6.90028551422945
PST,NY.GDP.MKTP.KD.ZG,1961,4.39905159707403
RWA,NY.GDP.MKTP.KD.ZG,1961,-4.2975260472235
SAS,NY.GDP.MKTP.KD.ZG,1961,4.21382710225251
SAU,NY.GDP.MKTP.KD.ZG,1961,11.876851078322
SDN,NY.GDP.MKTP.KD.ZG,1961,0.0223913339764863
SEN,NY.GDP.MKTP.KD.ZG,1961,2.99344825626973
SGP,NY.GDP.MKTP.KD.ZG,1961,8.13752950817668
SLE,NY.GDP.MKTP.KD.ZG,1961,1.80904354589421
SOM,NY.GDP.MKTP.KD.ZG,1961,-3.2619812023401
SSA,NY.GDP.MKTP.KD.ZG,1961,1.10645546260272
SSF,NY.GDP.MKTP.KD.ZG,1961,1.10300956711438
SUR,NY.GDP.MKTP.KD.ZG,1961,4.79999998694005
SWE,NY.GDP.MKTP.KD.ZG,1961,5.68129278872205
SYC,NY.GDP.MKTP.KD.ZG,1961,-4.88227635362706
SYR,NY.GDP.MKTP.KD.ZG,1961,10.8330639000002
TCD,NY.GDP.MKTP.KD.ZG,1961,1.39774367077538
TEA,NY.GDP.MKTP.KD.ZG,1961,-13.3282852326933
TGO,NY.GDP.MKTP.KD.ZG,1961,12.1693173716966
THA,NY.GDP.MKTP.KD.ZG,1961,5.36214630168787
TLA,NY.GDP.MKTP.KD.ZG,1961,6.09796495394801
TMN,NY.GDP.MKTP.KD.ZG,1961,3.36870916476452
TSA,NY.GDP.MKTP.KD.ZG,1961,4.21382710225254
TSS,NY.GDP.MKTP.KD.ZG,1961,1.10300956711433
TTO,NY.GDP.MKTP.KD.ZG,1961,14.037070864503
TUR,NY.GDP.MKTP.KD.ZG,1961,1.15606938539699
TZA,NY.GDP.MKTP.KD.ZG,1961,1.13829635143543
UMC,NY.GDP.MKTP.KD.ZG,1961,0.434841823685716
URY,NY.GDP.MKTP.KD.ZG,1961,2.49303791805684
USA,NY.GDP.MKTP.KD.ZG,1961,2.29999999999953
VCT,NY.GDP.MKTP.KD.ZG,1961,4.52728343656233
VEN,NY.GDP.MKTP.KD.ZG,1961,3.19251943889358
WLD,NY.GDP.MKTP.KD.ZG,1961,3.9634423761662
ZAF,NY.GDP.MKTP.KD.ZG,1961,3.84473414174089
ZMB,NY.GDP.MKTP.KD.ZG,1961,1.36138199147489
ZWE,NY.GDP.MKTP.KD.ZG,1961,6.31615726660056
AFE,NY.GDP.MKTP.KD.ZG,1962,7.86970873690956
AFW,NY.GDP.MKTP.KD.ZG,1962,3.71277673428121
ARG,NY.GDP.MKTP.KD.ZG,1962,-0.852021521903339
AUS,NY.GDP.MKTP.KD.ZG,1962,1.29422099669962
AUT,NY.GDP.MKTP.KD.ZG,1962,2.6486751129527
BDI,NY.GDP.MKTP.KD.ZG,1962,9.06315793386563
BEL,NY.GDP.MKTP.KD.ZG,1962,5.21200350925506
BEN,NY.GDP.MKTP.KD.ZG,1962,-3.42640982098587
BFA,NY.GDP.MKTP.KD.ZG,1962,6.12879878024506
BGD,NY.GDP.MKTP.KD.ZG,1962,5.45303096987814
BHS,NY.GDP.MKTP.KD.ZG,1962,10.4519718914791
BLZ,NY.GDP.MKTP.KD.ZG,1962,4.89265226468763
BMU,NY.GDP.MKTP.KD.ZG,1962,4.47000004808878
BOL,NY.GDP.MKTP.KD.ZG,1962,5.57891786210295
BRA,NY.GDP.MKTP.KD.ZG,1962,6.59999999999992
BRB,NY.GDP.MKTP.KD.ZG,1962,9.06075860946085
BWA,NY.GDP.MKTP.KD.ZG,1962,6.66666783376763
CAF,NY.GDP.MKTP.KD.ZG,1962,-3.71380018409685
CAN,NY.GDP.MKTP.KD.ZG,1962,7.42783693388429
CHE,NY.GDP.MKTP.KD.ZG,1962,4.78994131635308
CHL,NY.GDP.MKTP.KD.ZG,1962,4.02668562348332
CHN,NY.GDP.MKTP.KD.ZG,1962,-5.57999999019671
CIV,NY.GDP.MKTP.KD.ZG,1962,1.22699449007209
CMR,NY.GDP.MKTP.KD.ZG,1962,3.04155905079301
COD,NY.GDP.MKTP.KD.ZG,1962,21.2006975148133
COG,NY.GDP.MKTP.KD.ZG,1962,5.20230878797427
COL,NY.GDP.MKTP.KD.ZG,1962,5.41188961342047
CRI,NY.GDP.MKTP.KD.ZG,1962,5.44239137528237
CSS,NY.GDP.MKTP.KD.ZG,1962,6.76506591429495
DEU,NY.GDP.MKTP.KD.ZG,1962,4.62347095715671
DNK,NY.GDP.MKTP.KD.ZG,1962,5.66682217271794
DOM,NY.GDP.MKTP.KD.ZG,1962,17.0472409333001
DZA,NY.GDP.MKTP.KD.ZG,1962,-19.6850418256566
EAP,NY.GDP.MKTP.KD.ZG,1962,-0.640292703302507
EAR,NY.GDP.MKTP.KD.ZG,1962,4.02545375593917
EAS,NY.GDP.MKTP.KD.ZG,1962,5.44986417796001
ECS,NY.GDP.MKTP.KD.ZG,1962,4.70482189560035
ECU,NY.GDP.MKTP.KD.ZG,1962,4.91914694399127
EGY,NY.GDP.MKTP.KD.ZG,1962,3.87561672369634
EMU,NY.GDP.MKTP.KD.ZG,1962,5.76237297276354
ESP,NY.GDP.MKTP.KD.ZG,1962,9.95343810301794
ETH,NY.GDP.MKTP.KD.ZG,1962,4.32609133566719
EUU,NY.GDP.MKTP.KD.ZG,1962,5.69572908096376
FCS,NY.GDP.MKTP.KD.ZG,1962,7.89280743235274
FIN,NY.GDP.MKTP.KD.ZG,1962,2.98194553610331
FJI,NY.GDP.MKTP.KD.ZG,1962,3.60610217922459
FRA,NY.GDP.MKTP.KD.ZG,1962,6.87169883519508
GAB,NY.GDP.MKTP.KD.ZG,1962,7.44921159688671
GBR,NY.GDP.MKTP.KD.ZG,1962,1.09869614695408
GEO,NY.GDP.MKTP.KD.ZG,1962,5.11301649671694
GHA,NY.GDP.MKTP.KD.ZG,1962,4.10915860625774
GRC,NY.GDP.MKTP.KD.ZG,1962,0.364810821762347
GTM,NY.GDP.MKTP.KD.ZG,1962,3.53650126284866
GUY,NY.GDP.MKTP.KD.ZG,1962,1.10492580955443
HIC,NY.GDP.MKTP.KD.ZG,1962,5.60757672824165
HKG,NY.GDP.MKTP.KD.ZG,1962,14.2912621359223
HND,NY.GDP.MKTP.KD.ZG,1962,5.7648460405449
HPC,NY.GDP.MKTP.KD.ZG,1962,7.22902479498218
HTI,NY.GDP.MKTP.KD.ZG,1962,7.88757589385567
HUN,NY.GDP.MKTP.KD.ZG,1962,6.0999999999998
IBD,NY.GDP.MKTP.KD.ZG,1962,3.11471992716986
IBT,NY.GDP.MKTP.KD.ZG,1962,3.55547586005176
IDA,NY.GDP.MKTP.KD.ZG,1962,5.92327679336439
IDB,NY.GDP.MKTP.KD.ZG,1962,4.35914649542556
IDN,NY.GDP.MKTP.KD.ZG,1962,1.84197770236842
IDX,NY.GDP.MKTP.KD.ZG,1962,7.14224832109956
IND,NY.GDP.MKTP.KD.ZG,1962,2.93112773548363
IRL,NY.GDP.MKTP.KD.ZG,1962,3.21644442741567
IRN,NY.GDP.MKTP.KD.ZG,1962,7.90926792965348
IRQ,NY.GDP.MKTP.KD.ZG,1962,4.60334575305544
ISL,NY.GDP.MKTP.KD.ZG,1962,8.3147735708981
ISR,NY.GDP.MKTP.KD.ZG,1962,10.1561172182462
ITA,NY.GDP.MKTP.KD.ZG,1962,6.20365045787132
JPN,NY.GDP.MKTP.KD.ZG,1962,8.90897299558067
KEN,NY.GDP.MKTP.KD.ZG,1962,9.45735874072126
KOR,NY.GDP.MKTP.KD.ZG,1962,3.89527253075299
LAC,NY.GDP.MKTP.KD.ZG,1962,4.34556298272449
LBR,NY.GDP.MKTP.KD.ZG,1962,1.3446060733405
LBY,NY.GDP.MKTP.KD.ZG,1962,32.5246410009676
LCN,NY.GDP.MKTP.KD.ZG,1962,4.31416822217308
LDC,NY.GDP.MKTP.KD.ZG,1962,7.4802431906231
LKA,NY.GDP.MKTP.KD.ZG,1962,3.81801955808436
LMC,NY.GDP.MKTP.KD.ZG,1962,3.78831644412199
LMY,NY.GDP.MKTP.KD.ZG,1962,3.59213998308614
LSO,NY.GDP.MKTP.KD.ZG,1962,15.331814336689
LTE,NY.GDP.MKTP.KD.ZG,1962,2.96854550737615
LUX,NY.GDP.MKTP.KD.ZG,1962,1.35867767094868
MDG,NY.GDP.MKTP.KD.ZG,1962,2.27106970111232
MEA,NY.GDP.MKTP.KD.ZG,1962,5.41562336147148
MEX,NY.GDP.MKTP.KD.ZG,1962,4.66441467253127
MIC,NY.GDP.MKTP.KD.ZG,1962,3.3087227286867
MMR,NY.GDP.MKTP.KD.ZG,1962,4.08687253044889
MNA,NY.GDP.MKTP.KD.ZG,1962,2.3115765317791
MRT,NY.GDP.MKTP.KD.ZG,1962,0.726608378640378
MUS,NY.GDP.MKTP.KD.ZG,1962,0.806486902725595
MWI,NY.GDP.MKTP.KD.ZG,1962,0.668364743563373
MYS,NY.GDP.MKTP.KD.ZG,1962,6.42102960904312
NAC,NY.GDP.MKTP.KD.ZG,1962,6.19895367556738
NER,NY.GDP.MKTP.KD.ZG,1962,10.2787134988997
NGA,NY.GDP.MKTP.KD.ZG,1962,4.10299258867985
NIC,NY.GDP.MKTP.KD.ZG,1962,10.8907983290977
NLD,NY.GDP.MKTP.KD.ZG,1962,6.84350732102888
NOR,NY.GDP.MKTP.KD.ZG,1962,2.81394513844533
NPL,NY.GDP.MKTP.KD.ZG,1962,1.91032003077318
NZL,NY.GDP.MKTP.KD.ZG,1962,3.08087345285604
OED,NY.GDP.MKTP.KD.ZG,1962,5.55151774553433
OMN,NY.GDP.MKTP.KD.ZG,1962,20.1877918765272
PAK,NY.GDP.MKTP.KD.ZG,1962,4.48285862750326
PAN,NY.GDP.MKTP.KD.ZG,1962,8.24473681154529
PER,NY.GDP.MKTP.KD.ZG,1962,10.0352933342212
PHL,NY.GDP.MKTP.KD.ZG,1962,4.84629418915898
PNG,NY.GDP.MKTP.KD.ZG,1962,6.37409931200521
PRE,NY.GDP.MKTP.KD.ZG,1962,6.13025890328072
PRI,NY.GDP.MKTP.KD.ZG,1962,8.32331253214566
PRT,NY.GDP.MKTP.KD.ZG,1962,6.61444776877343
PRY,NY.GDP.MKTP.KD.ZG,1962,3.30025851602093
PST,NY.GDP.MKTP.KD.ZG,1962,5.58254086456775
RWA,NY.GDP.MKTP.KD.ZG,1962,11.3337983684303
SAS,NY.GDP.MKTP.KD.ZG,1962,3.40798670593149
SAU,NY.GDP.MKTP.KD.ZG,1962,11.9226595664133
SDN,NY.GDP.MKTP.KD.ZG,1962,6.91584216208018
SEN,NY.GDP.MKTP.KD.ZG,1962,-0.136235360562637
SGP,NY.GDP.MKTP.KD.ZG,1962,7.55344418052258
SLE,NY.GDP.MKTP.KD.ZG,1962,4.54096703629196
SOM,NY.GDP.MKTP.KD.ZG,1962,7.07665543416628
SSA,NY.GDP.MKTP.KD.ZG,1962,6.00825241762659
SSF,NY.GDP.MKTP.KD.ZG,1962,6.0095173318627
SUR,NY.GDP.MKTP.KD.ZG,1962,3.90000000631146
SWE,NY.GDP.MKTP.KD.ZG,1962,4.25904720176311
SYC,NY.GDP.MKTP.KD.ZG,1962,8.40858127584126
SYR,NY.GDP.MKTP.KD.ZG,1962,24.5212971717849
TCD,NY.GDP.MKTP.KD.ZG,1962,5.36011610893978
TEA,NY.GDP.MKTP.KD.ZG,1962,-0.640292703302507
TGO,NY.GDP.MKTP.KD.ZG,1962,3.77365283189978
THA,NY.GDP.MKTP.KD.ZG,1962,7.55425444784086
TLA,NY.GDP.MKTP.KD.ZG,1962,4.20048977670345
TMN,NY.GDP.MKTP.KD.ZG,1962,2.3115765317791
TSA,NY.GDP.MKTP.KD.ZG,1962,3.40798670593149
TSS,NY.GDP.MKTP.KD.ZG,1962,6.00951733186272
TTO,NY.GDP.MKTP.KD.ZG,1962,2.74246314643362
TUN,NY.GDP.MKTP.KD.ZG,1962,-4.59008450551823
TUR,NY.GDP.MKTP.KD.ZG,1962,5.57142858180484
TZA,NY.GDP.MKTP.KD.ZG,1962,9.09674738431541
UMC,NY.GDP.MKTP.KD.ZG,1962,3.13018954844104
URY,NY.GDP.MKTP.KD.ZG,1962,-1.57454885002421
USA,NY.GDP.MKTP.KD.ZG,1962,6.10000000000016
VCT,NY.GDP.MKTP.KD.ZG,1962,3.69426175616188
VEN,NY.GDP.MKTP.KD.ZG,1962,8.53293376290713
WLD,NY.GDP.MKTP.KD.ZG,1962,5.32018256782678
ZAF,NY.GDP.MKTP.KD.ZG,1962,6.17793085042746
ZMB,NY.GDP.MKTP.KD.ZG,1962,-2.49083947454871
ZWE,NY.GDP.MKTP.KD.ZG,1962,1.43447088942568
AFE,NY.GDP.MKTP.KD.ZG,1963,5.62237369942385
AFW,NY.GDP.MKTP.KD.ZG,1963,7.11196790337776
ARG,NY.GDP.MKTP.KD.ZG,1963,-5.30819682539126
AUS,NY.GDP.MKTP.KD.ZG,1963,6.21617959257419
AUT,NY.GDP.MKTP.KD.ZG,1963,4.13826758157036
BDI,NY.GDP.MKTP.KD.ZG,1963,4.13540742185575
BEL,NY.GDP.MKTP.KD.ZG,1963,4.35158428167072
BEN,NY.GDP.MKTP.KD.ZG,1963,4.7300279709188
BFA,NY.GDP.MKTP.KD.ZG,1963,-1.26801637269189
BGD,NY.GDP.MKTP.KD.ZG,1963,-0.455894289969805
BHS,NY.GDP.MKTP.KD.ZG,1963,10.524055218681
BLZ,NY.GDP.MKTP.KD.ZG,1963,4.95643417667813
BMU,NY.GDP.MKTP.KD.ZG,1963,1.06999999436341
BOL,NY.GDP.MKTP.KD.ZG,1963,6.79762576905429
BRA,NY.GDP.MKTP.KD.ZG,1963,0.600000000000065
BRB,NY.GDP.MKTP.KD.ZG,1963,-5.07842107998042
BWA,NY.GDP.MKTP.KD.ZG,1963,5.92104509011995
CAF,NY.GDP.MKTP.KD.ZG,1963,-0.707010752236329
CAN,NY.GDP.MKTP.KD.ZG,1963,5.29744024171539
CHE,NY.GDP.MKTP.KD.ZG,1963,4.87919908861329
CHL,NY.GDP.MKTP.KD.ZG,1963,5.8401401399083
CHN,NY.GDP.MKTP.KD.ZG,1963,10.2999999963989
CIV,NY.GDP.MKTP.KD.ZG,1963,14.490355865667
CMR,NY.GDP.MKTP.KD.ZG,1963,3.74255032074073
COD,NY.GDP.MKTP.KD.ZG,1963,5.213990134349
COG,NY.GDP.MKTP.KD.ZG,1963,-4.02930039798804
COL,NY.GDP.MKTP.KD.ZG,1963,3.28670755407101
CRI,NY.GDP.MKTP.KD.ZG,1963,6.89892344200918
CSS,NY.GDP.MKTP.KD.ZG,1963,0.483418278871397
DEU,NY.GDP.MKTP.KD.ZG,1963,2.73529640413565
DNK,NY.GDP.MKTP.KD.ZG,1963,0.637021234202351
DOM,NY.GDP.MKTP.KD.ZG,1963,6.50290263397363
DZA,NY.GDP.MKTP.KD.ZG,1963,34.3137287803281
EAP,NY.GDP.MKTP.KD.ZG,1963,6.43942142645639
EAR,NY.GDP.MKTP.KD.ZG,1963,5.3167911270605
EAS,NY.GDP.MKTP.KD.ZG,1963,7.76387934577861
ECS,NY.GDP.MKTP.KD.ZG,1963,4.86959737099282
ECU,NY.GDP.MKTP.KD.ZG,1963,2.10636824719379
EGY,NY.GDP.MKTP.KD.ZG,1963,10.5180926173666
EMU,NY.GDP.MKTP.KD.ZG,1963,4.89263804175357
ESP,NY.GDP.MKTP.KD.ZG,1963,9.5964988741982
ETH,NY.GDP.MKTP.KD.ZG,1963,4.51863392606089
EUU,NY.GDP.MKTP.KD.ZG,1963,4.79687471696062
FCS,NY.GDP.MKTP.KD.ZG,1963,6.47684096604873
FIN,NY.GDP.MKTP.KD.ZG,1963,3.28509963570332
FJI,NY.GDP.MKTP.KD.ZG,1963,6.35877194090919
FRA,NY.GDP.MKTP.KD.ZG,1963,6.19863484213177
GAB,NY.GDP.MKTP.KD.ZG,1963,6.09243528403599
GBR,NY.GDP.MKTP.KD.ZG,1963,4.85954532830446
GEO,NY.GDP.MKTP.KD.ZG,1963,4.20187909672116
GHA,NY.GDP.MKTP.KD.ZG,1963,4.40597419943647
GRC,NY.GDP.MKTP.KD.ZG,1963,11.8448662648483
GTM,NY.GDP.MKTP.KD.ZG,1963,9.54104393054875
GUY,NY.GDP.MKTP.KD.ZG,1963,-12.2786572607531
HIC,NY.GDP.MKTP.KD.ZG,1963,5.05019711535479
HKG,NY.GDP.MKTP.KD.ZG,1963,15.7638543173
HND,NY.GDP.MKTP.KD.ZG,1963,3.58043670755038
HPC,NY.GDP.MKTP.KD.ZG,1963,3.39226539639684
HTI,NY.GDP.MKTP.KD.ZG,1963,-1.89279255057041
HUN,NY.GDP.MKTP.KD.ZG,1963,5.69999999999997
IBD,NY.GDP.MKTP.KD.ZG,1963,4.73243471523715
IBT,NY.GDP.MKTP.KD.ZG,1963,4.75519140867394
IDA,NY.GDP.MKTP.KD.ZG,1963,4.87420195218715
IDB,NY.GDP.MKTP.KD.ZG,1963,7.93827608968761
IDN,NY.GDP.MKTP.KD.ZG,1963,-2.23702998571657
IDX,NY.GDP.MKTP.KD.ZG,1963,2.54830930797729
IND,NY.GDP.MKTP.KD.ZG,1963,5.99435326188559
IRL,NY.GDP.MKTP.KD.ZG,1963,4.74463421958941
IRN,NY.GDP.MKTP.KD.ZG,1963,7.04207522912898
IRQ,NY.GDP.MKTP.KD.ZG,1963,2.44770235047196
ISL,NY.GDP.MKTP.KD.ZG,1963,10.2810143934204
ISR,NY.GDP.MKTP.KD.ZG,1963,10.6957231497208
ITA,NY.GDP.MKTP.KD.ZG,1963,5.60972797819845
JPN,NY.GDP.MKTP.KD.ZG,1963,8.47364238279388
KEN,NY.GDP.MKTP.KD.ZG,1963,8.77834021621184
KOR,NY.GDP.MKTP.KD.ZG,1963,9.02056828279763
LAC,NY.GDP.MKTP.KD.ZG,1963,1.75931573419177
LBR,NY.GDP.MKTP.KD.ZG,1963,2.27446063593885
LBY,NY.GDP.MKTP.KD.ZG,1963,35.0203767261421
LCN,NY.GDP.MKTP.KD.ZG,1963,2.08354483594499
LDC,NY.GDP.MKTP.KD.ZG,1963,2.03908637292731
LKA,NY.GDP.MKTP.KD.ZG,1963,2.51674859433071
LMC,NY.GDP.MKTP.KD.ZG,1963,6.10748606355924
LMY,NY.GDP.MKTP.KD.ZG,1963,4.80322066141044
LSO,NY.GDP.MKTP.KD.ZG,1963,10.61506995942
LTE,NY.GDP.MKTP.KD.ZG,1963,4.12980757401391
LUX,NY.GDP.MKTP.KD.ZG,1963,3.43910854038505
MDG,NY.GDP.MKTP.KD.ZG,1963,-0.929401622790394
MEA,NY.GDP.MKTP.KD.ZG,1963,10.8091315447482
MEX,NY.GDP.MKTP.KD.ZG,1963,8.10688692761114
MIC,NY.GDP.MKTP.KD.ZG,1963,4.93014358857926
MMR,NY.GDP.MKTP.KD.ZG,1963,13.3492949251208
MNA,NY.GDP.MKTP.KD.ZG,1963,11.6470925584902
MRT,NY.GDP.MKTP.KD.ZG,1963,-1.9837675752011
MUS,NY.GDP.MKTP.KD.ZG,1963,13.8945256143361
MWI,NY.GDP.MKTP.KD.ZG,1963,-1.39107851792824
MYS,NY.GDP.MKTP.KD.ZG,1963,7.33880352682334
NAC,NY.GDP.MKTP.KD.ZG,1963,4.46664969983739
NER,NY.GDP.MKTP.KD.ZG,1963,9.42822932000833
NGA,NY.GDP.MKTP.KD.ZG,1963,8.57861891529707
NIC,NY.GDP.MKTP.KD.ZG,1963,10.8654792457821
NLD,NY.GDP.MKTP.KD.ZG,1963,3.62462153047356
NOR,NY.GDP.MKTP.KD.ZG,1963,3.78504308366048
NPL,NY.GDP.MKTP.KD.ZG,1963,1.8951116447969
NZL,NY.GDP.MKTP.KD.ZG,1963,6.10211735868668
OED,NY.GDP.MKTP.KD.ZG,1963,5.0885414072265
OMN,NY.GDP.MKTP.KD.ZG,1963,4.5312435589145
PAK,NY.GDP.MKTP.KD.ZG,1963,8.68883151825786
PAN,NY.GDP.MKTP.KD.ZG,1963,8.53878880093744
PER,NY.GDP.MKTP.KD.ZG,1963,4.32824981844591
PHL,NY.GDP.MKTP.KD.ZG,1963,7.01626518416583
PNG,NY.GDP.MKTP.KD.ZG,1963,4.07252177318168
PRE,NY.GDP.MKTP.KD.ZG,1963,5.80690524276035
